,col
6396, 0 
6397, 1 
6398, 0 
6399, 0 
6400, 0 
6402, 1 
6403, 0 
6404, 1 
6405, 1 
6406, 1 
6407, 1 
6408, 1 
6409, 1 
6410, 0xe 
6411, 0 
6412, 0 
6413, 0 
6414, 0 
6415, 0 
6417, 1 
6418, 1 
6419, 1 
6420, 1 
6421, 1 
6422, 1 
6423, 1 
6424, 1 
6425, 0xe 
6426, 0 
6427, 0 
6428, 0 
6429, 0 
6430, 0 
6431, 0 
6432, 1 
6433, 0 
6435, 0 
6436, 1 
6437, 1 
6438, 1 
6439, 1 
6440, 1 
6441, 1 
6442, 1 
6443, 0xc 
6444, 0 
6445, 0 
6446, 0 
6447, 0 
6448, 1 
6449, 0 
6450, 0 
6451, 0 
6453, 1 
6454, 0 
6455, 1 
6456, 1 
6457, 1 
6458, 1 
6459, 1 
6460, 1 
6461, 0xb 
6462, 0 
6463, 0 
6464, 0 
6465, 1 
6466, 0 
6467, 0 
6468, 0 
6469, 0 
6471, 1 
6472, 1 
6473, 1 
6474, 1 
6475, 1 
6476, 1 
6477, 1 
6478, 1 
6479, 0xe 
6480, 0 
6481, 0 
6482, 0 
6483, 0 
6484, 0 
6486, 1 
6487, 1 
6488, 0 
6489, 0 
6490, 1 
6491, 1 
6492, 1 
6493, 1 
6494, 0xd 
6495, 0 
6496, 0 
6497, 0 
6498, 0 
6499, 0 
6500, 1 
6501, 0 
6502, 0 
6504, 1 
6505, 1 
6506, 1 
6507, 1 
6508, 1 
6509, 1 
6510, 1 
6511, 0 
6512, 0x9 
6513, 0 
6514, 1 
6515, 0 
6516, 0 
6517, 0 
6518, 0 
6519, 0 
6520, 0 
6522, 1 
6523, 0 
6524, 0 
6525, 1 
6526, 1 
6527, 0 
6528, 1 
6529, 1 
6530, 0x9 
6531, 0 
6532, 1 
6533, 0 
6534, 0 
6535, 0 
6536, 0 
6537, 0 
6538, 0 
6540, 1 
6541, 0 
6542, 0 
6543, 1 
6544, 1 
6545, 1 
6546, 1 
6547, 1 
6548, 0x8 
6549, 1 
6550, 0 
6551, 0 
6552, 0 
6553, 0 
6555, 0 
6556, 0 
6557, 0 
6558, 1 
6559, 1 
6560, 1 
6561, 0 
6562, 1 
6563, 0x8 
6564, 1 
6565, 0 
6566, 0 
6567, 0 
6568, 0 
6569, 0 
6570, 0 
6571, 0 
6573, 1 
6574, 1 
6575, 1 
6576, 0 
6577, 1 
6578, 1 
6579, 0 
6580, 0 
6581, 0x9 
6582, 0 
6583, 1 
6584, 0 
6585, 0 
6586, 0 
6587, 0 
6588, 0 
6589, 0 
6591, 0 
6592, 0 
6593, 1 
6594, 1 
6595, 1 
6596, 1 
6597, 1 
6598, 1 
6599, 0x8 
6600, 1 
6601, 0 
6602, 0 
6603, 0 
6604, 0 
6605, 0 
6606, 0 
6607, 0 
6609, 1 
6610, 1 
6611, 1 
6612, 1 
6613, 1 
6614, 1 
6615, 1 
6616, 1 
6617, 0x8 
6618, 1 
6619, 0 
6620, 0 
6621, 0 
6622, 0 
6624, 0 
6625, 1 
6626, 1 
6627, 1 
6628, 0 
6629, 1 
6630, 1 
6631, 1 
6632, 0x9 
6633, 0 
6634, 1 
6635, 0 
6636, 0 
6637, 0 
6638, 0 
6639, 0 
6640, 0 
6642, 1 
6643, 0 
6644, 1 
6645, 1 
6646, 1 
6647, 1 
6648, 1 
6649, 1 
6650, 0x8 
6651, 1 
6652, 0 
6653, 0 
6654, 0 
6655, 0 
6656, 0 
6657, 0 
6658, 0 
6660, 1 
6661, 1 
6662, 0 
6663, 1 
6664, 1 
6665, 1 
6666, 1 
6667, 1 
6668, 0x9 
6669, 0 
6670, 1 
6671, 0 
6672, 0 
6673, 0 
6674, 0 
6675, 0 
6676, 0 
6678, 1 
6679, 1 
6680, 1 
6681, 1 
6682, 1 
6683, 1 
6684, 1 
6685, 0 
6686, 0x9 
6687, 0 
6688, 1 
6689, 0 
6690, 0 
6691, 0 
6693, 1 
6694, 1 
6695, 1 
6696, 1 
6697, 1 
6698, 1 
6699, 1 
6700, 1 
6701, 0xa 
6702, 0 
6703, 0 
6704, 1 
6705, 0 
6706, 0 
6707, 0 
6708, 0 
6709, 0 
6711, 1 
6712, 0 
6713, 1 
6714, 1 
6715, 0 
6716, 1 
6717, 1 
6718, 1 
6719, 0x9 
6720, 0 
6721, 1 
6722, 0 
6723, 0 
6724, 0 
6725, 0 
6726, 0 
6727, 0 
6729, 0 
6730, 1 
6731, 0 
6732, 0 
6733, 0 
6734, 0 
6735, 1 
6736, 1 
6737, 0xe 
6738, 0 
6739, 0 
6740, 0 
6741, 0 
6742, 0 
6743, 0 
6744, 1 
6745, 0 
6747, 0 
6748, 1 
6749, 0 
6750, 1 
6751, 1 
6752, 1 
6753, 1 
6754, 0 
6755, 0xe 
6756, 0 
6757, 0 
6758, 0 
6759, 0 
6760, 0 
6762, 1 
6763, 0 
6764, 1 
6765, 1 
6766, 0 
6767, 1 
6768, 0 
6769, 1 
6770, 0xb 
6771, 0 
6772, 0 
6773, 0 
6774, 1 
6775, 0 
6776, 0 
6777, 0 
6778, 0 
6780, 1 
6781, 1 
6782, 1 
6783, 1 
6784, 1 
6785, 0 
6786, 0 
6787, 1 
6788, 0xb 
6789, 0 
6790, 0 
6791, 0 
6792, 1 
6793, 0 
6794, 0 
6795, 0 
6796, 0 
6798, 1 
6799, 1 
6800, 1 
6801, 0 
6802, 1 
6803, 1 
6804, 1 
6805, 1 
6806, 0xd 
6807, 0 
6808, 0 
6809, 0 
6810, 0 
6811, 0 
6812, 1 
6813, 0 
6814, 0 
6816, 0 
6817, 0 
6818, 0 
6819, 1 
6820, 0 
6821, 0 
6822, 1 
6823, 1 
6824, 0x8 
6825, 1 
6826, 0 
6827, 0 
6828, 0 
6829, 0 
6831, 1 
6832, 0 
6833, 0 
6834, 0 
6835, 1 
6836, 1 
6837, 1 
6838, 1 
6839, 0xc 
6840, 0 
6841, 0 
6842, 0 
6843, 0 
6844, 1 
6845, 0 
6846, 0 
6847, 0 
6849, 1 
6850, 1 
6851, 1 
6852, 1 
6853, 1 
6854, 1 
6855, 0 
6856, 1 
6857, 0xe 
6858, 0 
6859, 0 
6860, 0 
6861, 0 
6862, 0 
6863, 0 
6864, 1 
6865, 0 
6867, 1 
6868, 1 
6869, 1 
6870, 1 
6871, 1 
6872, 0 
6873, 1 
6874, 1 
6875, 0xe 
6876, 0 
6877, 0 
6878, 0 
6879, 0 
6880, 0 
6881, 0 
6882, 1 
6883, 0 
6885, 1 
6886, 0 
6887, 1 
6888, 1 
6889, 1 
6890, 1 
6891, 0 
6892, 0 
6893, 0xe 
6894, 0 
6895, 0 
6896, 0 
6897, 0 
6898, 0 
